1,103.73,11
9,136.02,32
2,152.22,43
8,121.58,49
7,108.53,44
1,153.14,26
6,163.74,15
8,197.59,49
6,132.30,11
8,127.08,27
5,107.85,20
1,196.26,13
9,169.60,38
5,117.33,47
2,125.02,19
6,171.46,17
7,127.99,36
10,173.79,36
6,161.17,39
5,124.77,33
4,175.78,14
1,111.61,13
1,104.07,22
9,170.37,17
5,109.78,41
5,147.35,24
2,143.39,36
4,161.59,48
7,104.53,20
4,162.59,48
6,185.65,32
7,116.29,35
1,164.24,48
1,158.58,36
10,157.55,37
4,164.33,15
5,154.56,43
10,138.61,43
10,190.54,18
2,106.94,18
2,101.82,11
1,168.30,23
1,131.90,25
9,102.33,23
9,128.19,30
2,169.67,24
7,187.75,11
8,180.35,49
3,117.74,27
8,180.68,33
10,141.26,15
4,177.64,33
4,193.08,33
9,142.90,37
8,175.45,19
2,190.26,31
6,182.65,25
4,189.55,14
4,101.08,49
10,109.13,24
4,195.01,37
10,157.34,30
7,144.84,13
3,132.87,32
7,175.24,48
8,178.96,14
1,149.44,49
1,154.95,12
5,188.77,32
4,111.71,49
2,176.15,44
7,110.11,44
1,170.10,19
1,182.19,46
8,108.13,31
1,198.66,33
4,137.06,46
9,194.72,47
10,175.34,24
4,108.35,29
8,155.84,38
5,190.64,23
2,149.26,20
1,146.87,33
1,111.88,41
2,164.92,40
8,158.34,19
10,137.49,29
3,186.86,31
3,196.32,42
1,196.99,32
1,189.11,11
6,199.30,47
1,155.39,38
10,152.31,16
7,169.57,22
5,162.76,38
6,190.12,40
1,128.10,49
10,189.03,26
5,162.01,23
3,118.81,36
5,135.34,19
6,107.77,24
10,198.62,28
7,153.61,21
4,181.38,34
7,116.26,15
10,182.25,48
10,172.57,33
7,141.82,13
10,186.61,32
1,102.64,26
4,181.06,29
10,115.04,25
6,138.09,26
10,184.21,33
9,146.87,11
5,127.34,10
1,186.47,38
9,199.97,40
10,155.54,33
8,194.48,41
9,124.73,19
5,112.92,20
10,160.62,18
3,167.17,41
7,135.82,21
2,167.16,30
6,177.23,44
6,185.22,43
6,156.09,13
9,140.35,34
2,102.88,27
8,162.03,36
8,121.30,47
2,101.45,50
4,158.99,36
4,143.75,13
10,134.83,32
6,178.37,47
4,162.21,31
9,194.95,42
2,192.66,44
5,125.82,12
5,198.00,35
5,132.88,18
7,124.01,24
1,112.89,28
2,115.19,26
2,164.09,17
2,134.57,26
9,147.40,31
7,117.23,34
2,104.09,43
2,127.86,24
2,108.87,32
2,146.08,24
3,136.43,15
6,169.04,23
1,179.94,29
7,108.18,30
9,192.09,25
1,127.69,45
9,174.83,34
2,120.93,32
4,148.45,19
7,136.89,31
5,174.75,12
1,125.24,15
8,189.52,44
6,153.21,11
2,144.74,24
6,124.25,14
3,137.73,17
1,132.21,44
3,132.75,31
2,189.05,24
6,167.91,24
8,149.84,29
1,153.71,40
6,174.54,34
5,112.76,25
3,136.31,46
7,157.08,20
4,198.65,23
7,123.72,10
2,115.29,24
3,116.07,44
2,128.51,43
2,189.68,44
1,152.45,10
5,198.24,50
2,139.79,33
10,186.55,10
9,125.79,30
2,166.86,43
10,155.68,31
6,128.00,44
8,118.70,49
4,142.54,18
6,124.24,31
2,161.06,41
3,158.12,30
2,148.11,23
6,105.18,25
4,113.44,32
1,199.00,18
4,180.99,13
3,168.15,10
8,159.56,29
5,141.18,42
4,192.95,44
9,196.50,26
2,173.09,50
10,118.12,25
1,174.11,39
6,184.18,42
2,179.53,40
3,116.37,43
2,181.46,19
7,152.31,47
4,187.72,34
4,181.66,28
5,137.69,46
5,130.14,32
8,150.27,33
3,189.96,26
4,154.36,12
10,162.42,32
2,193.98,23
7,133.49,38
2,179.40,46
7,153.35,40
9,178.86,50
2,131.17,38
3,174.39,15
1,156.99,39
8,187.68,40
4,182.13,31
2,184.65,28
2,139.73,30
8,114.99,29
3,172.23,41
8,164.11,34
7,154.27,39
3,134.57,43
2,190.85,24
6,140.09,27
5,194.73,35
2,158.62,15
6,161.15,20
1,187.21,34
10,156.51,47
7,192.25,10
8,115.25,41
6,160.67,12
5,173.64,14
10,192.56,47
5,111.32,19
10,183.89,17
2,192.08,23
9,151.88,19
6,139.90,25
1,133.52,18
9,100.46,34
4,139.82,26
6,191.99,47
4,134.70,29
8,145.22,34
3,145.24,47
2,117.64,33
5,141.89,11
10,136.24,42
6,163.23,19
1,166.35,31
2,196.11,28
2,141.46,45
1,199.69,17
6,159.54,22
1,175.00,27
3,189.81,24
3,119.07,35
1,147.21,44
6,106.57,22
8,145.33,31
6,144.08,29
5,155.96,41
2,118.19,23
9,194.61,40
4,127.07,46
7,140.87,42
1,115.62,44
8,165.89,26
1,122.20,20
3,167.19,30
1,110.41,23
8,117.85,46
7,123.82,39
1,124.32,50
8,185.57,43
9,139.72,48
7,120.50,26
3,189.63,13
1,108.55,40
3,102.65,15
2,158.30,36
5,189.27,47
9,134.18,23
3,137.97,24
6,126.81,44
7,140.94,41
6,143.61,45
3,194.85,49
8,114.01,14
9,148.74,50
9,179.99,17
5,102.25,31
3,154.16,38
7,125.79,18
2,183.49,27
10,152.57,46
2,127.23,38
1,191.43,31
2,157.65,30
3,155.42,26
7,182.97,39
3,101.10,15
2,190.00,20
9,159.74,20
7,166.50,30
2,191.44,44
5,138.31,41
6,104.70,24
2,173.80,17
1,160.32,41
3,138.93,44
3,135.57,47
8,129.71,35
6,147.61,26
7,193.68,15
8,121.49,21
1,126.23,16
6,105.14,44
5,159.68,16
4,177.09,29
2,107.51,24
8,149.55,38
7,143.48,28
3,181.91,13
8,169.47,49
3,159.02,14
4,109.16,43
10,113.68,42
10,144.60,31
2,154.19,49
9,173.22,36
9,165.88,39
7,184.92,50
3,148.94,36
3,198.77,12
10,103.94,11
8,192.52,50
2,156.79,29
10,103.39,14
7,129.73,17
10,197.11,27
10,147.42,40
9,184.45,28
4,182.89,36
1,159.63,24
3,112.06,29
1,169.63,31
4,172.48,26
1,131.53,42
6,179.07,37
4,162.59,31
9,161.59,45
3,102.44,28
9,102.13,10
9,152.89,25
10,179.88,12
10,135.07,12
8,140.19,11
5,162.75,33
9,198.41,26
8,141.78,23
5,173.76,40
3,111.05,29
4,128.72,44
3,123.36,34
1,101.79,47
10,142.78,14
4,167.96,15
3,195.00,42
8,108.94,34
5,187.91,46
10,146.74,47
7,116.70,40
10,123.17,26
10,164.96,19
7,151.27,14
3,117.65,25
3,118.64,49
8,135.01,42
1,196.91,18
9,192.78,34
10,117.39,20
4,175.82,30
7,115.39,46
9,122.44,35
3,153.70,11
6,158.01,45
1,187.75,26
3,112.95,29
9,195.57,44
9,180.95,23
7,155.09,40
1,140.85,20
4,125.98,38
8,149.59,31
1,122.02,14
7,107.61,50
9,149.51,46
5,159.24,47
9,134.78,37
7,156.57,45
3,187.86,31
8,165.85,20
9,186.73,16
8,183.70,19
7,168.01,14
7,175.27,17
2,188.09,49
9,102.92,46
9,112.89,43
4,174.35,47
2,181.80,32
9,150.75,20
1,128.70,13
7,198.12,32
7,125.98,25
7,154.00,43
8,110.70,21
8,154.13,27
10,134.19,26
7,193.20,40
2,193.72,17
7,106.78,48
4,170.82,41
1,158.22,29
4,162.09,13
1,187.15,50
10,196.89,28
8,113.01,34
8,102.46,12
1,132.36,25
5,177.04,20
7,144.59,16
3,199.71,48
5,145.14,45
2,179.48,43
7,122.08,44
1,168.05,19
7,127.33,45
10,115.11,11
5,194.36,47
5,163.85,49
4,127.42,28
10,140.93,23
9,123.00,40
3,103.11,45
7,136.85,33
9,147.32,32
10,118.55,18
9,177.66,16
8,184.48,31
8,162.62,42
2,103.25,47
10,161.67,17
8,148.15,10
2,112.52,34
7,143.03,32
3,149.16,16
1,158.20,23
3,179.76,27
4,145.52,16
1,107.24,37
4,147.99,49
7,129.17,36
7,186.01,49
8,103.96,39
5,110.49,15
3,198.67,33
2,149.89,29
7,170.25,24
6,100.98,48
4,151.77,31
1,135.06,13
1,107.86,24
4,113.27,50
6,168.95,38
9,120.02,11
2,110.46,49
7,170.65,46
1,193.62,35
1,154.13,22
8,187.10,48
8,180.17,42
4,181.48,29
1,189.48,32
6,181.73,42
5,164.36,11
6,173.16,27
1,106.04,34
3,115.95,29
9,121.92,23
10,133.69,40
2,178.97,27
7,149.82,16
6,171.92,36
3,199.63,32
10,165.03,13
2,168.02,19
1,103.07,18
3,146.26,17
9,172.72,27
8,142.55,35
4,137.10,41
10,104.01,32
9,157.87,34
5,172.53,26
5,187.34,34
10,142.17,36
3,159.24,21
10,121.07,25
7,163.16,44
8,113.16,41
8,190.90,34
2,123.75,25
10,118.10,26
9,149.23,27
3,187.07,26
5,151.48,33
4,159.30,13
2,139.11,22
10,125.81,45
7,132.52,34
8,113.09,26
10,145.38,19
3,107.35,28
2,151.98,28
4,182.89,15
5,124.87,34
7,170.68,20
2,116.76,25
1,173.64,24
7,147.46,42
9,180.57,28
6,186.83,32
3,111.19,11
3,105.71,15
6,193.66,12
1,112.21,19
5,193.39,13
4,150.72,33
1,114.83,26
10,196.51,38
1,195.18,23
7,186.79,33
5,151.56,31
5,166.69,31
2,103.00,15
4,170.47,48
3,167.34,16
10,109.39,39
7,144.38,19
9,117.71,20
7,183.81,50
10,168.32,10
5,161.78,44
9,157.06,41
1,193.09,42
7,167.65,34
3,165.89,43
4,165.12,33
2,165.78,16
10,104.82,23
10,140.69,50
9,178.24,13
6,173.84,14
9,140.41,41
4,166.76,27
9,176.23,45
8,143.56,45
9,112.02,22
6,100.58,23
4,136.65,35
4,169.55,25
4,144.87,34
3,137.33,28
3,107.32,34
7,166.82,36
7,146.35,30
4,186.33,49
6,147.92,47
1,134.12,14
4,139.88,31
6,153.36,29
7,176.49,32
9,171.81,39
10,101.82,43
2,100.76,46
7,189.80,49
3,192.70,25
1,193.44,29
4,110.14,16
5,125.68,31
3,130.73,48
9,153.92,33
4,161.03,39
8,127.26,50
5,112.19,31
2,168.11,45
2,152.52,17
8,110.69,42
6,125.66,47
10,148.35,13
9,155.02,25
1,163.32,14
10,160.16,36
9,188.42,34
3,121.20,36
7,141.10,24
9,190.00,41
4,123.69,20
8,127.48,40
9,142.37,37
7,109.55,41
7,145.18,27
6,116.80,19
8,186.28,29
3,109.57,17
1,164.20,19
7,154.67,36
3,139.09,35
6,149.68,15
10,113.64,34
7,140.43,28
5,171.76,39
7,199.13,23
2,110.41,34
8,157.84,47
3,107.94,20
1,189.42,34
2,132.34,25
3,135.50,35
1,151.91,44
1,180.04,12
3,154.00,21
9,165.09,37
6,132.43,28
4,166.95,12
10,166.18,24
6,173.07,28
5,106.01,33
6,195.76,49
2,169.00,40
3,153.58,26
1,145.04,43
8,134.76,22
7,179.54,29
10,123.46,14
4,115.24,10
10,192.70,41
6,184.20,37
6,162.36,20
1,175.53,45
2,182.61,30
8,170.87,12
1,130.31,19
3,136.01,25
1,193.70,19
6,130.55,43
4,144.72,48
7,151.57,16
10,149.70,33
10,185.14,26
3,193.06,26
2,181.74,35
4,187.80,31
9,180.59,15
8,130.47,43
1,140.30,10
2,169.50,19
4,197.56,33
7,182.25,33
2,186.20,22
10,148.71,15
7,176.48,44
2,150.26,49
4,114.64,37
4,106.82,29
1,113.52,19
10,154.95,41
10,143.25,34
4,150.61,45
5,110.57,44
7,121.60,10
7,165.02,24
2,106.13,33
8,145.98,18
1,199.49,40
1,169.50,22
10,123.92,16
2,112.14,42
4,110.10,17
7,106.23,35
6,199.67,19
9,161.52,19
4,162.39,36
6,142.61,39
2,188.66,26
5,119.46,24
4,141.41,29
9,173.36,25
8,101.10,20
5,148.13,27
1,125.98,33
8,113.71,17
6,121.52,23
1,124.12,35
10,180.15,12
10,148.79,25
2,154.80,36
5,184.44,20
1,148.82,15
2,132.47,19
8,147.60,43
4,139.45,45
5,178.50,49
9,195.53,14
8,131.54,48
7,143.76,13
3,184.09,48
1,190.18,42
5,163.72,30
7,189.51,28
7,161.39,46
1,151.84,46
2,173.74,50
6,168.02,11
1,108.48,40
8,107.21,42
1,101.21,11
10,173.75,25
4,129.65,50
4,177.47,48
7,118.52,24
2,109.84,32
7,176.44,12
3,102.09,13
1,196.79,46
3,176.92,19
7,138.19,37
3,112.14,20
7,177.46,12
7,153.03,29
1,196.85,23
8,129.28,29
10,160.19,29
6,174.81,31
9,165.65,16
2,133.83,14
10,122.46,13
4,143.21,32
5,161.29,16
10,124.07,48
2,119.75,30
9,164.58,50
3,181.59,22
9,184.65,20
10,125.22,36
8,146.05,50
9,172.85,32
8,165.62,12
2,154.50,40
10,193.74,32
1,116.48,14
2,172.60,13
9,121.35,30
6,184.07,24
8,154.22,41
6,150.84,35
3,156.50,16
7,187.33,33
7,176.11,27
2,146.16,32
1,124.67,40
8,199.18,21
1,140.15,46
9,120.40,22
6,173.31,43
7,118.80,38
4,178.38,32
6,100.52,44
8,103.53,44
8,120.25,40
10,136.79,37
4,114.89,44
4,187.67,30
10,136.83,25
5,172.21,41
9,159.30,15
4,141.26,10
7,100.32,11
7,135.55,17
8,109.30,26
6,148.10,30
7,106.49,14
6,156.15,38
6,160.35,29
7,180.50,34
3,182.50,23
5,107.71,16
1,133.42,40
8,170.77,18
8,151.73,31
5,114.75,15
4,143.40,19
1,122.06,12
6,173.57,41
10,193.31,22
7,142.12,36
7,178.57,17
2,140.99,50
9,138.38,40
6,158.78,18
2,136.22,50
4,102.62,38
1,183.17,34
3,151.81,48
3,194.07,12
3,142.97,19
9,184.19,28
2,180.26,27
5,148.30,38
2,108.06,12
8,149.65,47
5,172.95,10
8,115.89,19
7,113.54,26
8,165.70,29
10,106.90,21
1,128.22,11
3,124.70,21
10,124.95,49
3,175.94,27
5,177.67,20
1,148.76,44
1,106.27,35
10,113.92,24
6,141.11,41
4,189.98,19
1,166.38,32
10,156.02,46
10,105.23,43
5,126.02,35
8,198.13,50
3,165.42,39
2,156.53,23
5,197.20,48
7,134.95,17
2,115.12,39
3,125.10,13
9,156.12,32
6,111.48,19
9,172.28,32
1,170.78,32
6,108.17,19
5,148.47,27
2,194.57,37
9,166.90,14
5,141.18,28
7,154.54,21
1,151.25,14
9,145.92,50
1,178.63,30
3,125.86,45
2,133.02,41
8,151.94,10
3,187.78,37
9,187.06,20
3,145.12,32
10,177.20,32
1,106.52,13
5,190.92,21
6,149.78,42
2,165.68,28
9,138.04,13
8,196.45,18
3,152.33,13
3,179.29,41
6,163.46,22
8,139.60,18
10,153.30,31
2,169.59,32
8,131.68,35
9,190.61,46
3,198.35,30
2,120.20,11
2,189.40,40
7,115.21,22
5,161.53,49
1,188.24,14
9,150.52,23
10,141.78,29
10,166.79,39
7,116.60,50
9,142.75,36
2,101.26,38
6,152.74,11
8,189.03,18
1,173.15,49
2,185.82,22
9,154.08,14
8,131.44,50
5,182.16,36
5,135.78,20
5,182.82,46
4,117.38,20
8,182.60,13
2,123.99,27
2,134.79,40
5,174.88,35
7,162.09,33
4,184.14,43
5,197.91,20
7,112.63,40
7,132.51,22
7,106.96,37
2,185.57,36
3,183.70,12
3,164.29,23
7,151.27,18
4,121.26,12
1,130.39,26
7,193.83,47
9,176.61,43
8,166.50,46
3,190.72,45
7,156.04,16
2,144.71,25
5,186.46,25
6,138.04,26
10,111.07,29
5,104.20,27
8,191.81,49
3,185.83,39
3,191.08,43
8,180.49,44
1,196.28,35
8,130.48,35
9,128.15,36
9,111.26,18
8,154.07,12
1,124.19,11
1,146.88,21
4,159.84,13
3,129.99,39
8,104.81,12
10,185.23,45
7,159.32,23
9,118.53,35
1,123.95,44
8,103.47,27
6,199.54,42
9,152.14,37
1,183.14,19
6,111.49,40
1,190.96,11
7,182.93,12
9,157.18,11
6,143.04,13
4,143.46,29
8,160.19,23
9,144.34,16
7,163.13,28
6,170.26,36
3,151.24,15
2,138.45,42
5,165.22,20
10,160.07,29
8,150.63,21
7,107.09,46
3,136.19,11
5,104.56,47
2,127.68,29
10,133.13,29
5,119.61,29
7,128.07,29
3,151.66,32
1,100.77,12
3,103.67,44
2,133.89,28
9,157.20,18
6,129.35,11
10,139.70,43
1,161.71,43
2,134.52,46
6,187.42,11
5,170.23,11
10,113.15,48
3,139.46,25
5,141.10,46
10,171.40,20
7,130.94,22
9,195.51,49
9,100.16,45
7,105.11,39
3,105.95,11
7,168.66,20
2,138.38,42
5,136.91,13
2,141.89,32
8,107.10,26
1,135.48,40
10,166.86,36
7,136.19,46
6,101.01,30
7,191.33,14
7,187.37,17
8,112.06,40
10,106.64,43
6,114.21,43
1,142.20,31
3,148.60,13
6,104.37,47
2,155.86,18
4,172.92,43
7,184.56,25
7,142.99,26
7,127.54,32
4,178.90,34
5,179.84,25
9,185.76,33
10,143.10,14
4,158.22,10
4,160.11,11
8,168.84,31
4,116.69,16
5,114.26,11
9,134.59,48
2,102.54,31
7,163.69,10
4,107.17,42
5,131.12,14
7,160.58,31
4,121.79,33
10,145.40,14
7,114.06,49
5,102.75,50
6,196.40,15
4,103.90,18
1,138.80,26
2,102.34,22
8,145.85,30
3,190.01,44
2,195.59,25
4,188.84,28
7,182.67,32
10,128.84,34
10,138.95,11
4,134.04,41
6,115.41,29
6,154.17,16
8,183.36,44
5,130.23,43
3,119.46,17
1,134.24,37
3,196.64,44
6,134.73,16
6,113.92,50
5,162.62,43
5,140.18,42
10,188.03,22
7,156.94,42
7,120.13,39
4,103.95,44
5,154.30,47
3,196.40,34
10,172.21,24
6,187.00,11
2,179.05,32
2,179.42,37
3,187.71,11
10,114.88,48
5,198.10,13
5,186.35,30
6,137.53,30
3,120.32,33
8,138.65,34
6,149.23,24
6,186.56,46
10,140.76,28
9,176.45,34
6,195.60,29
3,110.93,12
9,143.91,36
9,189.31,19
1,188.35,20
5,151.04,49
7,192.64,40
1,147.68,48
7,172.27,45
7,113.44,35
3,135.87,43
9,127.88,40
3,195.74,42
1,199.78,18
7,182.85,13
3,101.43,11
8,183.41,35
8,114.29,10
8,176.89,43
7,176.61,46
9,161.36,14
1,148.76,39
1,140.75,38
5,106.60,22
4,111.10,35
9,194.77,38
1,195.51,14
6,129.96,37
1,150.06,44
8,170.71,29
1,107.29,39
5,129.53,18
3,128.10,26
9,192.92,16
5,190.61,10
4,147.64,44
3,164.05,18
10,160.35,18
4,164.78,41
2,188.87,39
6,144.93,28
6,162.48,32
1,168.26,31
3,171.40,19
9,180.40,21
6,152.02,14
2,177.53,39
3,149.67,16
3,113.38,43
7,105.43,21
8,131.76,14
1,151.11,42
1,127.62,34
8,106.27,33
9,100.38,23
3,174.09,13
4,110.19,43
4,127.04,33
9,131.33,33
8,189.19,48
5,190.99,25
4,196.41,37
1,168.70,11
5,138.76,48
7,170.39,37
1,116.70,20
8,166.64,17
10,176.10,15
10,170.25,48
3,110.54,29
8,164.41,50
1,136.01,30
10,150.04,45
5,145.77,14
3,136.87,41
4,105.24,45
8,141.65,32
9,185.03,39
3,165.74,45
5,188.02,36
3,167.78,40
7,129.53,26
2,165.16,15
8,131.56,49
7,139.51,37
8,119.92,33
9,128.74,11
4,105.81,43
2,151.59,32
3,183.55,38
1,137.91,47
4,101.93,39
2,141.36,11
5,140.43,23
6,159.51,20
1,146.41,45
10,151.90,26
7,131.19,28
8,177.29,19
6,197.60,45
2,101.69,13
8,180.72,25
2,126.56,27
1,129.33,24
8,151.80,19
4,137.17,33
1,129.98,37
7,197.42,46
9,102.36,32
9,178.32,34
8,145.80,18
4,130.29,46
1,122.82,48
3,148.41,29
8,147.38,37
1,195.78,50
10,178.52,31
10,154.45,36
10,107.56,41
4,122.54,39
2,114.08,46
7,178.13,22
6,114.70,50
9,163.60,47
4,167.41,36
3,134.52,48
10,129.05,39
5,189.01,12
8,106.22,38
2,100.78,30
7,144.77,11
2,195.79,22
6,124.19,24
6,167.96,49
1,127.47,48
9,145.97,32
6,143.28,28
1,116.57,45
5,120.92,46
1,184.36,15
10,179.31,31
9,124.20,37
10,119.69,36
10,199.48,26
8,198.11,31
6,125.95,28
5,159.36,17
1,162.23,10
10,119.01,44
8,190.79,24
10,196.01,26
6,197.73,49
8,116.17,45
5,171.83,22
3,164.06,28
7,116.27,49
6,177.16,45
5,101.21,44
1,135.70,25
10,122.87,42
7,122.21,43
4,184.80,31
8,109.54,20
5,102.92,26
5,166.24,10
2,128.89,16
4,191.95,49
10,104.49,31
8,137.17,36
4,175.43,11
10,195.09,28
6,135.71,35
8,125.10,25
6,135.86,27
7,124.04,46
2,191.82,49
2,150.60,44
3,103.89,19
1,117.52,16
9,128.25,19
10,158.16,39
5,158.01,27
6,175.88,44
3,135.31,27
9,194.65,44
9,141.94,41
8,147.63,46
5,120.47,18
6,118.61,22
4,185.50,11
3,107.12,24
1,194.08,46
6,140.94,13
9,183.58,11
4,169.36,41
8,165.47,43
2,187.59,28
6,128.25,21
5,103.76,26
2,176.55,31
1,141.66,12
6,105.46,39
10,122.61,18
4,130.39,27
3,100.15,12
8,196.68,22
3,166.30,36
8,184.84,41
5,130.29,46
4,171.26,20
9,118.16,15
4,190.19,50
9,198.49,19
8,139.32,32
6,166.10,25
1,154.45,40
8,116.73,21
8,158.38,21
10,104.24,29
3,160.16,48
3,171.44,15
8,110.25,42
6,150.89,17
4,193.29,28
9,169.72,17
8,146.17,42
10,169.46,15
8,186.17,24
3,180.71,12
2,134.53,18
4,197.85,16
9,170.12,41
8,156.21,27
10,149.63,22
4,116.30,30
8,173.44,47
4,102.52,42
9,101.14,42
8,197.03,44
5,123.50,32
8,181.71,38
6,196.70,32
1,150.48,22
8,186.26,14
2,180.00,39
6,139.66,19
2,186.53,43
2,130.98,35
3,187.14,43
7,179.67,12
3,162.49,48
6,183.28,50
10,101.22,20
7,105.18,17
6,128.76,26
4,135.30,26
7,133.40,27
8,140.45,34
1,178.38,24
3,143.28,23
7,133.25,12
1,137.39,25
10,164.17,42
7,163.23,14
2,141.83,42
8,110.14,50
3,127.63,48
5,198.04,10
1,151.87,50
2,197.07,32
2,140.36,32
8,170.46,33
5,134.65,31
4,126.43,34
3,148.30,40
3,128.75,32
7,196.85,15
7,107.70,17
1,195.14,12
3,109.21,38
6,162.36,13
7,126.74,36
1,196.50,25
3,167.60,28
8,161.00,33
4,127.11,20
6,186.61,17
10,110.59,28
2,194.47,18
8,188.30,10
3,158.76,35
8,168.01,12
5,101.54,25
6,125.31,32
5,195.76,19
4,183.98,35
2,167.25,18
10,110.19,30
1,143.36,23
1,174.84,13
10,143.40,45
3,143.44,31
8,100.91,50
6,161.33,32
7,124.20,38
8,109.14,36
2,187.75,12
8,101.37,11
3,121.44,10
3,124.76,47
1,145.89,27
8,160.67,34
7,108.11,25
10,183.85,46
9,182.30,30
10,154.43,42
3,161.68,31
8,173.79,50
6,106.85,41
4,192.08,18
6,153.83,23
3,136.84,47
9,166.65,11
8,145.43,26
7,124.84,36
8,142.76,30
5,164.93,15
10,106.40,27
9,129.24,42
5,102.19,18
4,150.26,26
1,149.11,11
10,110.54,21
8,140.97,10
7,126.02,47
2,116.05,31
1,118.56,48
7,188.17,39
9,168.51,28
2,128.92,10
4,125.00,28
6,153.56,20
4,135.38,13
9,178.93,43
4,191.38,43
10,132.67,35
4,150.56,21
10,187.63,23
2,139.27,13
6,150.31,24
2,185.88,42
7,183.79,24
9,174.84,26
5,161.05,22
2,167.36,26
2,169.39,25
3,111.76,27
2,100.20,45
8,173.24,42
6,116.14,32
1,101.91,26
2,189.09,46
3,135.43,36
2,122.24,14
6,160.78,22
3,105.77,19
4,123.42,23
3,195.99,33
7,155.69,27
5,142.89,45
6,169.64,26
8,117.17,18
6,141.20,32
9,163.14,10
6,111.54,38
7,111.72,48
4,114.28,50
7,120.63,14
4,189.57,37
3,150.78,49
5,101.81,35
8,106.90,37
5,156.07,46
7,168.86,39
3,101.00,39
8,153.57,40
9,182.14,45
9,148.51,15
4,179.16,31
5,118.34,43
9,188.26,29
5,107.57,26
4,180.35,10
10,120.35,18
1,187.74,29
4,154.18,40
10,106.66,32
7,107.41,28
4,180.38,50
5,199.72,48
6,132.12,28
3,135.05,39
4,106.87,38
4,146.42,25
8,165.67,24
8,100.84,25
3,166.17,44
5,100.53,35
9,177.28,14
6,106.65,33
8,158.37,32
8,175.17,24
9,151.80,41
2,167.12,18
7,174.23,25
2,119.50,24
9,175.00,16
10,175.87,34
6,165.41,41
9,157.88,32
7,115.65,22
5,171.64,39
3,120.23,34
4,124.15,34
3,142.49,45
10,150.71,40
2,107.70,33
7,138.28,28
9,165.95,49
8,127.19,32
7,126.41,36
10,163.64,19
4,126.95,43
2,169.46,21
3,159.53,43
3,166.20,41
9,177.80,28
8,118.77,42
1,169.89,40
4,143.23,18
1,125.96,20
1,187.92,46
3,155.73,35
1,166.68,42
4,189.79,18
9,132.53,40
10,199.62,37
9,184.49,40
3,157.67,38
1,109.49,43
10,132.66,48
8,180.67,37
9,199.76,29
3,104.04,22
5,113.01,49
1,136.04,44
8,156.62,10
4,165.43,22
3,101.44,10
8,162.37,38
8,103.89,15
9,161.95,10
6,162.46,27
9,158.69,26
6,199.07,36
8,144.23,37
8,138.92,33
3,159.69,45
10,192.91,25
4,152.77,35
3,199.56,28
10,164.95,45
9,171.51,48
6,105.33,48
5,167.48,24
7,137.31,14
10,116.74,35
6,169.09,36
7,164.86,12
3,115.62,40
7,159.93,26
2,170.51,11
5,166.78,28
9,116.97,12
1,177.91,11
7,169.96,28
9,180.28,38
10,153.59,36
5,140.19,46
2,157.26,44
3,192.13,13
6,159.28,13
4,105.20,38
1,142.33,19
1,160.68,35
9,188.29,38
7,121.12,30
9,188.61,38
2,173.74,42
